Country,Time,Balance,Product,Value,Unit
Japan,Jun-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",20918.7658,GWh
Japan,Jun-21,Net Electricity Production,Natural Gas,26092.2207,GWh
Japan,Jun-21,Net Electricity Production,Solar,8153.9915,GWh
Japan,Jun-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",19461.9555,GWh
Japan,Jun-21,Total Imports,Electricity,0.0,GWh
Japan,Jun-21,Total Exports,Electricity,0.0,GWh
Japan,Jun-21,Distribution Losses,Electricity,3726.9257,GWh
Japan,Jun-21,Final Consumption (Calculated),Electricity,71813.297,GWh
Japan,Jun-21,Net Electricity Production,Wind,423.8809,GWh
United Kingdom,Jun-21,Net Electricity Production,Electricity,21906.9183,GWh
United Kingdom,Jun-21,Net Electricity Production,Nuclear,4072.8265,GWh
United Kingdom,Jun-21,Net Electricity Production,Hydro,315.312,GWh
United Kingdom,Jun-21,Net Electricity Production,Total Combustible Fuels,12523.5272,GWh
United Kingdom,Jun-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",261.0782,GWh
United Kingdom,Jun-21,Net Electricity Production,Natural Gas,8541.8036,GWh
United Kingdom,Jun-21,Net Electricity Production,Solar,1586.8621,GWh
United Kingdom,Jun-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8497.8539,GWh
United Kingdom,Jun-21,Total Imports,Electricity,2713.3145,GWh
United Kingdom,Jun-21,Total Exports,Electricity,217.9087,GWh
United Kingdom,Jun-21,Distribution Losses,Electricity,1760.4687,GWh
United Kingdom,Jun-21,Final Consumption (Calculated),Electricity,22445.3557,GWh
United Kingdom,Jun-21,Net Electricity Production,Wind,3400.117,GWh
United States,Jun-21,Net Electricity Production,Electricity,380948.2328,GWh
United States,Jun-21,Net Electricity Production,Nuclear,66038.0345,GWh
United States,Jun-21,Net Electricity Production,Hydro,25827.5927,GWh
United States,Jun-21,Net Electricity Production,Total Combustible Fuels,245336.2551,GWh
United States,Jun-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",90985.1841,GWh
United States,Jun-21,Net Electricity Production,Natural Gas,146495.4078,GWh
United States,Jun-21,Net Electricity Production,Solar,15686.7036,GWh
United States,Jun-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",74037.2886,GWh
United States,Jun-21,Total Imports,Electricity,4849.6184,GWh
United States,Jun-21,Total Exports,Electricity,1331.8731,GWh
United States,Jun-21,Distribution Losses,Electricity,28032.4346,GWh
United States,Jun-21,Final Consumption (Calculated),Electricity,353997.0405,GWh
United States,Jun-21,Net Electricity Production,Wind,26436.0806,GWh
People's Republic of China,Jun-21,Net Electricity Production,Electricity,696746.4799,GWh
People's Republic of China,Jun-21,Net Electricity Production,Nuclear,33728.2759,GWh
People's Republic of China,Jun-21,Net Electricity Production,Hydro,124022.9663,GWh
People's Republic of China,Jun-21,Net Electricity Production,Total Combustible Fuels,462066.2124,GWh
People's Republic of China,Jun-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",426648.4767,GWh
People's Republic of China,Jun-21,Net Electricity Production,Natural Gas,21103.7401,GWh
People's Republic of China,Jun-21,Net Electricity Production,Solar,30011.126,GWh
People's Republic of China,Jun-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",213844.0174,GWh
People's Republic of China,Jun-21,Net Electricity Production,Wind,46901.9075,GWh
Australia,May-21,Net Electricity Production,Electricity,21325.0634,GWh
Australia,May-21,Net Electricity Production,Nuclear,0.0,GWh
Australia,May-21,Net Electricity Production,Hydro,1462.3605,GWh
Australia,May-21,Net Electricity Production,Total Combustible Fuels,15894.5716,GWh
Australia,May-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",11281.1422,GWh
Australia,May-21,Net Electricity Production,Natural Gas,3990.6374,GWh
Australia,May-21,Net Electricity Production,Solar,1918.1184,GWh
Australia,May-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5679.5833,GWh
Australia,May-21,Total Imports,Electricity,0.0,GWh
Australia,May-21,Total Exports,Electricity,0.0,GWh
Australia,May-21,Distribution Losses,Electricity,1074.8626,GWh
Australia,May-21,Final Consumption (Calculated),Electricity,20173.4472,GWh
Australia,May-21,Net Electricity Production,Wind,2050.0129,GWh
Denmark,May-21,Net Electricity Production,Electricity,2191.7618,GWh
Denmark,May-21,Net Electricity Production,Nuclear,0.0,GWh
Denmark,May-21,Net Electricity Production,Hydro,1.4698,GWh
Denmark,May-21,Net Electricity Production,Total Combustible Fuels,950.8963,GWh
Denmark,May-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",178.2403,GWh
Denmark,May-21,Net Electricity Production,Natural Gas,92.739,GWh
Denmark,May-21,Net Electricity Production,Solar,160.8217,GWh
Denmark,May-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",1841.342,GWh
Denmark,May-21,Total Imports,Electricity,1990.7773,GWh
Denmark,May-21,Total Exports,Electricity,1251.0964,GWh
Denmark,May-21,Distribution Losses,Electricity,156.234,GWh
Denmark,May-21,Final Consumption (Calculated),Electricity,2775.2087,GWh
Denmark,May-21,Net Electricity Production,Wind,1078.5741,GWh
France,May-21,Net Electricity Production,Electricity,42550.5885,GWh
France,May-21,Net Electricity Production,Nuclear,27574.674,GWh
France,May-21,Net Electricity Production,Hydro,6339.56,GWh
France,May-21,Net Electricity Production,Total Combustible Fuels,2880.5865,GWh
France,May-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",128.9481,GWh
France,May-21,Net Electricity Production,Natural Gas,1321.6512,GWh
France,May-21,Net Electricity Production,Solar,1684.4492,GWh
France,May-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12859.5766,GWh
France,May-21,Total Imports,Electricity,1248.1814,GWh
France,May-21,Total Exports,Electricity,7175.332,GWh
France,May-21,Distribution Losses,Electricity,2667.9369,GWh
France,May-21,Final Consumption (Calculated),Electricity,33484.1402,GWh
France,May-21,Net Electricity Production,Wind,3979.4859,GWh
Germany,May-21,Net Electricity Production,Electricity,43213.888,GWh
Germany,May-21,Net Electricity Production,Nuclear,5279.5893,GWh
Germany,May-21,Net Electricity Production,Hydro,2356.5733,GWh
Germany,May-21,Net Electricity Production,Total Combustible Fuels,19222.5191,GWh
Germany,May-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",8553.0008,GWh
Germany,May-21,Net Electricity Production,Natural Gas,5907.275,GWh
Germany,May-21,Net Electricity Production,Solar,6284.1493,GWh
Germany,May-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",22475.4634,GWh
Germany,May-21,Total Imports,Electricity,4757.077,GWh
Germany,May-21,Total Exports,Electricity,4539.5535,GWh
Germany,May-21,Distribution Losses,Electricity,2075.563,GWh
Germany,May-21,Final Consumption (Calculated),Electricity,40771.318,GWh
Germany,May-21,Net Electricity Production,Wind,9913.1014,GWh
Japan,May-21,Net Electricity Production,Electricity,73130.9833,GWh
Japan,May-21,Net Electricity Production,Nuclear,5245.2828,GWh
Japan,May-21,Net Electricity Production,Hydro,10234.4526,GWh
Japan,May-21,Net Electricity Production,Total Combustible Fuels,46606.439,GWh
Japan,May-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",18572.2339,GWh
Japan,May-21,Net Electricity Production,Natural Gas,22827.0708,GWh
Japan,May-21,Net Electricity Production,Solar,8601.2696,GWh
Japan,May-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",22186.6066,GWh
Japan,May-21,Total Imports,Electricity,0.0,GWh
Japan,May-21,Total Exports,Electricity,0.0,GWh
Japan,May-21,Distribution Losses,Electricity,3575.108,GWh
Japan,May-21,Final Consumption (Calculated),Electricity,68250.857,GWh
Japan,May-21,Net Electricity Production,Wind,761.5039,GWh
United Kingdom,May-21,Net Electricity Production,Electricity,24440.1452,GWh
United Kingdom,May-21,Net Electricity Production,Nuclear,3600.2972,GWh
United Kingdom,May-21,Net Electricity Production,Hydro,480.7662,GWh
United Kingdom,May-21,Net Electricity Production,Total Combustible Fuels,14371.4488,GWh
United Kingdom,May-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",301.3924,GWh
United Kingdom,May-21,Net Electricity Production,Natural Gas,10199.2383,GWh
United Kingdom,May-21,Net Electricity Production,Solar,1545.2119,GWh
United Kingdom,May-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9778.1192,GWh
United Kingdom,May-21,Total Imports,Electricity,2440.5753,GWh
United Kingdom,May-21,Total Exports,Electricity,378.9844,GWh
United Kingdom,May-21,Distribution Losses,Electricity,2566.2525,GWh
United Kingdom,May-21,Final Consumption (Calculated),Electricity,23747.79,GWh
United Kingdom,May-21,Net Electricity Production,Wind,4434.1477,GWh
United States,May-21,Net Electricity Production,Electricity,323912.7606,GWh
United States,May-21,Net Electricity Production,Nuclear,62023.0076,GWh
United States,May-21,Net Electricity Production,Hydro,23857.1409,GWh
United States,May-21,Net Electricity Production,Total Combustible Fuels,186940.751,GWh
United States,May-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",66921.4591,GWh
United States,May-21,Net Electricity Production,Natural Gas,112131.4459,GWh
United States,May-21,Net Electricity Production,Solar,16200.8218,GWh
United States,May-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",79360.4383,GWh
United States,May-21,Total Imports,Electricity,4438.313,GWh
United States,May-21,Total Exports,Electricity,1292.7788,GWh
United States,May-21,Distribution Losses,Electricity,23023.1962,GWh
United States,May-21,Final Consumption (Calculated),Electricity,302129.9676,GWh
United States,May-21,Net Electricity Production,Wind,33254.9815,GWh
People's Republic of China,May-21,Net Electricity Production,Electricity,661212.7076,GWh
People's Republic of China,May-21,Net Electricity Production,Nuclear,32196.0271,GWh
People's Republic of China,May-21,Net Electricity Production,Hydro,103848.5927,GWh
People's Republic of China,May-21,Net Electricity Production,Total Combustible Fuels,432699.8751,GWh
People's Republic of China,May-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",399533.0921,GWh
People's Republic of China,May-21,Net Electricity Production,Natural Gas,19762.5048,GWh
People's Republic of China,May-21,Net Electricity Production,Solar,30880.5538,GWh
People's Republic of China,May-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",208389.4863,GWh
People's Republic of China,May-21,Net Electricity Production,Wind,61571.6671,GWh
Australia,Apr-21,Net Electricity Production,Electricity,20043.624,GWh
Australia,Apr-21,Net Electricity Production,Nuclear,0.0,GWh
Australia,Apr-21,Net Electricity Production,Hydro,1280.7824,GWh
Australia,Apr-21,Net Electricity Production,Total Combustible Fuels,14867.958,GWh
Australia,Apr-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",10706.2345,GWh
Australia,Apr-21,Net Electricity Production,Natural Gas,3567.3697,GWh
Australia,Apr-21,Net Electricity Production,Solar,2283.9093,GWh
Australia,Apr-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5435.9558,GWh
Australia,Apr-21,Total Imports,Electricity,0.0,GWh
Australia,Apr-21,Total Exports,Electricity,0.0,GWh
Australia,Apr-21,Distribution Losses,Electricity,1010.2733,GWh
Australia,Apr-21,Final Consumption (Calculated),Electricity,18966.1274,GWh
Australia,Apr-21,Net Electricity Production,Wind,1610.9743,GWh
Denmark,Apr-21,Net Electricity Production,Electricity,2830.197,GWh
Denmark,Apr-21,Net Electricity Production,Nuclear,0.0,GWh
Denmark,Apr-21,Net Electricity Production,Hydro,1.271,GWh
Denmark,Apr-21,Net Electricity Production,Total Combustible Fuels,1235.0483,GWh
Denmark,Apr-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",287.9816,GWh
Denmark,Apr-21,Net Electricity Production,Natural Gas,104.5466,GWh
Denmark,Apr-21,Net Electricity Production,Solar,175.8693,GWh
Denmark,Apr-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2357.2857,GWh
Denmark,Apr-21,Total Imports,Electricity,1619.4373,GWh
Denmark,Apr-21,Total Exports,Electricity,1470.7137,GWh
Denmark,Apr-21,Distribution Losses,Electricity,164.3386,GWh
Denmark,Apr-21,Final Consumption (Calculated),Electricity,2814.582,GWh
Denmark,Apr-21,Net Electricity Production,Wind,1418.0084,GWh
France,Apr-21,Net Electricity Production,Electricity,40109.5738,GWh
France,Apr-21,Net Electricity Production,Nuclear,27209.135,GWh
France,Apr-21,Net Electricity Production,Hydro,4079.6152,GWh
France,Apr-21,Net Electricity Production,Total Combustible Fuels,4117.7584,GWh
France,Apr-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",331.7775,GWh
France,Apr-21,Net Electricity Production,Natural Gas,2638.5409,GWh
France,Apr-21,Net Electricity Production,Solar,1647.487,GWh
France,Apr-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9260.1804,GWh
France,Apr-21,Total Imports,Electricity,2879.9034,GWh
France,Apr-21,Total Exports,Electricity,4270.6076,GWh
France,Apr-21,Distribution Losses,Electricity,2830.1869,GWh
France,Apr-21,Final Consumption (Calculated),Electricity,35472.542,GWh
France,Apr-21,Net Electricity Production,Wind,2963.7454,GWh
Germany,Apr-21,Net Electricity Production,Electricity,46909.5781,GWh
Germany,Apr-21,Net Electricity Production,Nuclear,5147.8528,GWh
Germany,Apr-21,Net Electricity Production,Hydro,1641.4802,GWh
Germany,Apr-21,Net Electricity Production,Total Combustible Fuels,24745.8723,GWh
Germany,Apr-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",11444.7404,GWh
Germany,Apr-21,Net Electricity Production,Natural Gas,8603.4358,GWh
Germany,Apr-21,Net Electricity Production,Solar,5823.3439,GWh
Germany,Apr-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",20672.6364,GWh
Germany,Apr-21,Total Imports,Electricity,3976.6733,GWh
Germany,Apr-21,Total Exports,Electricity,6254.2321,GWh
Germany,Apr-21,Distribution Losses,Electricity,2285.4031,GWh
Germany,Apr-21,Final Consumption (Calculated),Electricity,41696.6548,GWh
Germany,Apr-21,Net Electricity Production,Wind,9393.1591,GWh
Japan,Apr-21,Net Electricity Production,Electricity,73482.777,GWh
Japan,Apr-21,Net Electricity Production,Nuclear,4722.2426,GWh
Japan,Apr-21,Net Electricity Production,Hydro,8296.1837,GWh
Japan,Apr-21,Net Electricity Production,Total Combustible Fuels,49185.477,GWh
Japan,Apr-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",20092.4578,GWh
Japan,Apr-21,Net Electricity Production,Natural Gas,23906.343,GWh
Japan,Apr-21,Net Electricity Production,Solar,8723.6301,GWh
Japan,Apr-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",20516.3171,GWh
Japan,Apr-21,Total Imports,Electricity,0.0,GWh
Japan,Apr-21,Total Exports,Electricity,0.0,GWh
Japan,Apr-21,Distribution Losses,Electricity,3592.3059,GWh
Japan,Apr-21,Final Consumption (Calculated),Electricity,68749.9798,GWh
Japan,Apr-21,Net Electricity Production,Wind,823.7974,GWh
United Kingdom,Apr-21,Net Electricity Production,Electricity,25307.2361,GWh
United Kingdom,Apr-21,Net Electricity Production,Nuclear,3796.7233,GWh
United Kingdom,Apr-21,Net Electricity Production,Hydro,666.5052,GWh
United Kingdom,Apr-21,Net Electricity Production,Total Combustible Fuels,15387.5544,GWh
United Kingdom,Apr-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",317.6489,GWh
United Kingdom,Apr-21,Net Electricity Production,Natural Gas,11538.7997,GWh
United Kingdom,Apr-21,Net Electricity Production,Solar,1636.4477,GWh
United Kingdom,Apr-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9105.4223,GWh
United Kingdom,Apr-21,Total Imports,Electricity,1885.446,GWh
United Kingdom,Apr-21,Total Exports,Electricity,343.1308,GWh
United Kingdom,Apr-21,Distribution Losses,Electricity,2381.0465,GWh
United Kingdom,Apr-21,Final Consumption (Calculated),Electricity,24228.8698,GWh
United Kingdom,Apr-21,Net Electricity Production,Wind,3811.7321,GWh
United States,Apr-21,Net Electricity Production,Electricity,297703.9189,GWh
United States,Apr-21,Net Electricity Production,Nuclear,57064.08,GWh
United States,Apr-21,Net Electricity Production,Hydro,19576.9069,GWh
United States,Apr-21,Net Electricity Production,Total Combustible Fuels,169358.7946,GWh
United States,Apr-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",56647.7998,GWh
United States,Apr-21,Net Electricity Production,Natural Gas,105540.4095,GWh
United States,Apr-21,Net Electricity Production,Solar,14199.2023,GWh
United States,Apr-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",75338.5271,GWh
United States,Apr-21,Total Imports,Electricity,3939.2927,GWh
United States,Apr-21,Total Exports,Electricity,1343.9307,GWh
United States,Apr-21,Distribution Losses,Electricity,17042.2475,GWh
United States,Apr-21,Final Consumption (Calculated),Electricity,281867.2884,GWh
United States,Apr-21,Net Electricity Production,Wind,35969.5158,GWh
People's Republic of China,Apr-21,Net Electricity Production,Electricity,632243.2255,GWh
People's Republic of China,Apr-21,Net Electricity Production,Nuclear,30428.7707,GWh
People's Republic of China,Apr-21,Net Electricity Production,Hydro,84315.1928,GWh
People's Republic of China,Apr-21,Net Electricity Production,Total Combustible Fuels,433640.6731,GWh
People's Republic of China,Apr-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",400401.7772,GWh
People's Republic of China,Apr-21,Net Electricity Production,Natural Gas,19805.4734,GWh
People's Republic of China,Apr-21,Net Electricity Production,Solar,26780.0275,GWh
People's Republic of China,Apr-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",180272.7116,GWh
People's Republic of China,Apr-21,Net Electricity Production,Wind,57062.5695,GWh
Australia,Mar-21,Net Electricity Production,Electricity,21393.527,GWh
Australia,Mar-21,Net Electricity Production,Nuclear,0.0,GWh
Australia,Mar-21,Net Electricity Production,Hydro,1201.6506,GWh
Australia,Mar-21,Net Electricity Production,Total Combustible Fuels,15569.1396,GWh
Australia,Mar-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",11271.7433,GWh
Australia,Mar-21,Net Electricity Production,Natural Gas,3681.7729,GWh
Australia,Mar-21,Net Electricity Production,Solar,2630.1866,GWh
Australia,Mar-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",6095.2336,GWh
Australia,Mar-21,Total Imports,Electricity,0.0,GWh
Australia,Mar-21,Total Exports,Electricity,0.0,GWh
Australia,Mar-21,Distribution Losses,Electricity,1078.3135,GWh
Australia,Mar-21,Final Consumption (Calculated),Electricity,20252.1435,GWh
Australia,Mar-21,Net Electricity Production,Wind,1992.5502,GWh
Denmark,Mar-21,Net Electricity Production,Electricity,3089.7193,GWh
Denmark,Mar-21,Net Electricity Production,Nuclear,0.0,GWh
Denmark,Mar-21,Net Electricity Production,Hydro,1.6877,GWh
Denmark,Mar-21,Net Electricity Production,Total Combustible Fuels,1455.7389,GWh
Denmark,Mar-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",369.0222,GWh
Denmark,Mar-21,Net Electricity Production,Natural Gas,161.5163,GWh
Denmark,Mar-21,Net Electricity Production,Solar,105.5628,GWh
Denmark,Mar-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2474.1754,GWh
Denmark,Mar-21,Total Imports,Electricity,1780.176,GWh
Denmark,Mar-21,Total Exports,Electricity,1564.669,GWh
Denmark,Mar-21,Distribution Losses,Electricity,180.0603,GWh
Denmark,Mar-21,Final Consumption (Calculated),Electricity,3125.1661,GWh
Denmark,Mar-21,Net Electricity Production,Wind,1526.7299,GWh
France,Mar-21,Net Electricity Production,Electricity,48524.6977,GWh
France,Mar-21,Net Electricity Production,Nuclear,31695.35,GWh
France,Mar-21,Net Electricity Production,Hydro,6012.4234,GWh
France,Mar-21,Net Electricity Production,Total Combustible Fuels,5644.4544,GWh
France,Mar-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",510.0194,GWh
France,Mar-21,Net Electricity Production,Natural Gas,3614.9578,GWh
France,Mar-21,Net Electricity Production,Solar,1350.452,GWh
France,Mar-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12050.4652,GWh
France,Mar-21,Total Imports,Electricity,2405.9744,GWh
France,Mar-21,Total Exports,Electricity,5596.7796,GWh
France,Mar-21,Distribution Losses,Electricity,3900.6514,GWh
France,Mar-21,Final Consumption (Calculated),Electricity,40947.1743,GWh
France,Mar-21,Net Electricity Production,Wind,3730.185,GWh
Germany,Mar-21,Net Electricity Production,Electricity,50136.8115,GWh
Germany,Mar-21,Net Electricity Production,Nuclear,5503.8434,GWh
Germany,Mar-21,Net Electricity Production,Hydro,2091.8708,GWh
Germany,Mar-21,Net Electricity Production,Total Combustible Fuels,26692.4858,GWh
Germany,Mar-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",12584.5094,GWh
Germany,Mar-21,Net Electricity Production,Natural Gas,9349.7321,GWh
Germany,Mar-21,Net Electricity Production,Solar,4360.7456,GWh
Germany,Mar-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",21726.3741,GWh
Germany,Mar-21,Total Imports,Electricity,4428.3825,GWh
Germany,Mar-21,Total Exports,Electricity,6618.4162,GWh
Germany,Mar-21,Distribution Losses,Electricity,2468.8371,GWh
Germany,Mar-21,Final Consumption (Calculated),Electricity,44732.2313,GWh
Germany,Mar-21,Net Electricity Production,Wind,11326.6271,GWh
Japan,Mar-21,Net Electricity Production,Electricity,81088.4509,GWh
Japan,Mar-21,Net Electricity Production,Nuclear,3769.2251,GWh
Japan,Mar-21,Net Electricity Production,Hydro,7331.8726,GWh
Japan,Mar-21,Net Electricity Production,Total Combustible Fuels,60221.1672,GWh
Japan,Mar-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",24074.5646,GWh
Japan,Mar-21,Net Electricity Production,Natural Gas,30163.6073,GWh
Japan,Mar-21,Net Electricity Production,Solar,7110.8663,GWh
Japan,Mar-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",17927.9993,GWh
Japan,Mar-21,Total Imports,Electricity,0.0,GWh
Japan,Mar-21,Total Exports,Electricity,0.0,GWh
Japan,Mar-21,Distribution Losses,Electricity,3964.1197,GWh
Japan,Mar-21,Final Consumption (Calculated),Electricity,76352.4048,GWh
Japan,Mar-21,Net Electricity Production,Wind,918.2363,GWh
United Kingdom,Mar-21,Net Electricity Production,Electricity,26961.5305,GWh
United Kingdom,Mar-21,Net Electricity Production,Nuclear,3535.4489,GWh
United Kingdom,Mar-21,Net Electricity Production,Hydro,738.5314,GWh
United Kingdom,Mar-21,Net Electricity Production,Total Combustible Fuels,15165.9129,GWh
United Kingdom,Mar-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",419.8336,GWh
United Kingdom,Mar-21,Net Electricity Production,Natural Gas,10471.0188,GWh
United Kingdom,Mar-21,Net Electricity Production,Solar,793.8892,GWh
United Kingdom,Mar-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11958.0146,GWh
United Kingdom,Mar-21,Total Imports,Electricity,2439.1626,GWh
United Kingdom,Mar-21,Total Exports,Electricity,320.3556,GWh
United Kingdom,Mar-21,Distribution Losses,Electricity,2453.9842,GWh
United Kingdom,Mar-21,Final Consumption (Calculated),Electricity,26420.1817,GWh
United Kingdom,Mar-21,Net Electricity Production,Wind,6719.4746,GWh
United States,Mar-21,Net Electricity Production,Electricity,315989.1834,GWh
United States,Mar-21,Net Electricity Production,Nuclear,63677.0556,GWh
United States,Mar-21,Net Electricity Production,Hydro,21644.5928,GWh
United States,Mar-21,Net Electricity Production,Total Combustible Fuels,177347.7181,GWh
United States,Mar-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",64945.7961,GWh
United States,Mar-21,Net Electricity Production,Natural Gas,103982.6961,GWh
United States,Mar-21,Net Electricity Production,Solar,12157.4705,GWh
United States,Mar-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",79563.7855,GWh
United States,Mar-21,Total Imports,Electricity,4345.0891,GWh
United States,Mar-21,Total Exports,Electricity,1604.8478,GWh
United States,Mar-21,Distribution Losses,Electricity,15157.674,GWh
United States,Mar-21,Final Consumption (Calculated),Electricity,302060.1343,GWh
United States,Mar-21,Net Electricity Production,Wind,39627.0266,GWh
People's Republic of China,Mar-21,Net Electricity Production,Electricity,664222.6003,GWh
People's Republic of China,Mar-21,Net Electricity Production,Nuclear,32158.4259,GWh
People's Republic of China,Mar-21,Net Electricity Production,Hydro,72745.0755,GWh
People's Republic of China,Mar-21,Net Electricity Production,Total Combustible Fuels,475477.3837,GWh
People's Republic of China,Mar-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",439031.6713,GWh
People's Republic of China,Mar-21,Net Electricity Production,Natural Gas,21716.2625,GWh
People's Republic of China,Mar-21,Net Electricity Production,Solar,26289.1517,GWh
People's Republic of China,Mar-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",169852.9992,GWh
People's Republic of China,Mar-21,Net Electricity Production,Wind,57536.5717,GWh
Australia,Feb-21,Net Electricity Production,Electricity,20011.2611,GWh
Australia,Feb-21,Net Electricity Production,Nuclear,0.0,GWh
Australia,Feb-21,Net Electricity Production,Hydro,962.4755,GWh
Australia,Feb-21,Net Electricity Production,Total Combustible Fuels,14381.5229,GWh
Australia,Feb-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",10510.2985,GWh
Australia,Feb-21,Net Electricity Production,Natural Gas,3317.3738,GWh
Australia,Feb-21,Net Electricity Production,Solar,2765.0736,GWh
Australia,Feb-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5872.9356,GWh
Australia,Feb-21,Total Imports,Electricity,0.0,GWh
Australia,Feb-21,Total Exports,Electricity,0.0,GWh
Australia,Feb-21,Distribution Losses,Electricity,1008.6421,GWh
Australia,Feb-21,Final Consumption (Calculated),Electricity,18952.1024,GWh
Australia,Feb-21,Net Electricity Production,Wind,1902.1891,GWh
Denmark,Feb-21,Net Electricity Production,Electricity,3287.412,GWh
Denmark,Feb-21,Net Electricity Production,Nuclear,0.0,GWh
Denmark,Feb-21,Net Electricity Production,Hydro,1.496,GWh
Denmark,Feb-21,Net Electricity Production,Total Combustible Fuels,1690.6718,GWh
Denmark,Feb-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",514.3121,GWh
Denmark,Feb-21,Net Electricity Production,Natural Gas,236.1733,GWh
Denmark,Feb-21,Net Electricity Production,Solar,42.9909,GWh
Denmark,Feb-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",2455.0605,GWh
Denmark,Feb-21,Total Imports,Electricity,1272.9867,GWh
Denmark,Feb-21,Total Exports,Electricity,1261.078,GWh
Denmark,Feb-21,Distribution Losses,Electricity,182.5888,GWh
Denmark,Feb-21,Final Consumption (Calculated),Electricity,3116.732,GWh
Denmark,Feb-21,Net Electricity Production,Wind,1552.2533,GWh
France,Feb-21,Net Electricity Production,Electricity,47820.5282,GWh
France,Feb-21,Net Electricity Production,Nuclear,30337.834,GWh
France,Feb-21,Net Electricity Production,Hydro,6977.7447,GWh
France,Feb-21,Net Electricity Production,Total Combustible Fuels,5444.0626,GWh
France,Feb-21,Net Electricity Production,"Coal, Peat and Manufactured Gases",582.2279,GWh
France,Feb-21,Net Electricity Production,Natural Gas,3410.8588,GWh
France,Feb-21,Net Electricity Production,Solar,699.4131,GWh
France,Feb-21,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12792.709,GWh
